"","UniqueID","Yearplanted","Row","Tree","TaxonoriginalDN","Regen.strategy","Aridityclass","AridityIndex","Diam.1.w.Bark..mm.","Diam.2.Bark","Diam.1.peeled","Diam.2.peeled","Diamthickness.mm.","Volume.wood..cm3.","Leaf.dry.weight..g.","Wood.dry.weight..g.","Wooddensity.g.cm3.","Leaf.Area","Slice","Countedleaves","Total.Area","Average.Size","X.Area"
"389",2106,1998,151,18,"Eucalyptus taurina","Combination","Semiarid",0.4324,12.58,11.73,8.6,9.32,3.195,3.32,2.9,2.26,0.68,NA,"UniqueID",7,121.676,17.382,22.061
"390",2106,1998,151,19,"Eucalyptus taurina","Combination","Semiarid",0.4324,10.23,10.74,8.14,8.58,2.125,2.53,2.8321,1.38,0.55,NA,"UniqueID",8,146.118,18.265,26.493
"391",2106,1998,151,20,"Eucalyptus taurina","Combination","Semiarid",0.4324,9.12,9.09,6.57,6.59,2.525,2.09,1.5407,1.32,0.63,NA,"UniqueID",6,74.912,12.485,13.582
"392",2107,1998,151,9,"Eucalyptus major","Combination","Semiarid",0.4423,8.49,7.5,6.57,5.58,1.92,1.91,2.0138,1.26,0.66,NA,"UniqueID",8,146.819,18.352,26.62
"393",2107,1998,151,10,"Eucalyptus major","Combination","Semiarid",0.4423,8.64,8.74,7.15,6.88,1.675,1.95,1.9381,1.18,0.61,NA,"UniqueID",7,134.013,19.145,24.298
"394",2108,1998,159,9,"Eucalyptus curtisii","Lignotuber","Humid",0.9055,6.99,7.15,5.9,5.52,1.36,1.15,0.5166,0.84,0.73,NA,"UniqueID",8,33.506,4.188,6.075
"395",2108,1998,159,12,"Eucalyptus curtisii","Lignotuber","Humid",0.9055,7.22,7.2,5.95,6.18,1.145,1.56,1.319,1.1,0.71,NA,"UniqueID",7,69.408,9.915,12.584
"396",2111,1998,151,22,"Eucalyptus melanoleuca","Combination","Semiarid",0.4731,12.51,11.71,9.37,9.79,2.53,3.93,3.5688,2.52,0.64,NA,"UniqueID",4,163.21,40.803,29.592
"397",2111,1998,151,23,"Eucalyptus melanoleuca","Combination","Semiarid",0.4731,8.72,9.52,7.24,6.65,2.175,1.42,2.9723,0.94,0.66,NA,"UniqueID",8,152.775,19.097,27.7
"398",2111,1998,151,24,"Eucalyptus melanoleuca","Combination","Semiarid",0.4731,9.78,9.84,7.27,6.52,2.915,1.99,2.2491,1.4,0.7,NA,"UniqueID",7,123.249,17.607,22.346
"399",2116,1998,150,9,"Eucalyptus virens","Combination","Semiarid",0.3058,9.09,8.56,6.06,7.16,2.215,1.59,1.1399,1.09,0.69,NA,"UniqueID",8,54.998,6.875,9.972
"400",2116,1998,150,11,"Eucalyptus virens","Combination","Semiarid",0.3058,9.83,9.32,6.55,6.77,2.915,1.66,1.6577,1.2,0.72,NA,"UniqueID",8,76.978,9.622,13.957
"401",2116,1998,150,12,"Eucalyptus virens","Combination","Semiarid",0.3058,8.52,7.95,6.3,5.65,2.26,1.64,1.0432,1.08,0.66,NA,"UniqueID",7,54.522,7.789,9.886
"402",2119,1998,83,20,"Eucalyptus ochrophloia","Combination","Arid",0.186,8.55,8.72,6.69,7.05,1.765,1.82,3.7592,1.41,0.77,NA,"UniqueID",7,108.973,15.568,19.758
"403",2119,1998,83,21,"Eucalyptus ochrophloia","Combination","Arid",0.186,9.78,9.61,8.12,7.5,1.885,2.53,3.0008,1.99,0.79,NA,"UniqueID",7,81.27,11.61,14.735
"404",2119,1998,83,22,"Eucalyptus ochrophloia","Combination","Arid",0.186,8.62,9.31,7.42,6.55,1.98,2.2,2.5173,1.59,0.72,NA,"UniqueID",7,81.553,11.65,14.786
"405",2168,1999,178,5,"Eucalyptus brockwayi","Seeder","Arid",0.1489,14.12,11.73,11.55,8.4,2.95,4.92,2.9201,3.9,0.79,NA,"UniqueID",8,78.289,9.786,15.119
"406",2168,1999,178,7,"Eucalyptus brockwayi","Seeder","Arid",0.1489,12.16,11.33,8.79,8.17,3.265,3.07,2.2352,2.4,0.78,NA,"UniqueID",8,63.391,7.924,12.242
"407",2216,1999,174,21,"Eucalyptus arachnaea subsp. arrecta","Seeder","Arid",0.162,11.89,10.85,9.29,8.39,2.53,2.88,4.1264,2.22,0.77,NA,"UniqueID",7,125.587,17.941,24.254
"408",2216,1999,174,22,"Eucalyptus arachnaea subsp. arrecta","Seeder","Arid",0.162,11.37,10.71,8.81,8.07,2.6,2.98,4.6006,2.12,0.71,NA,"UniqueID",8,114.366,14.296,22.087
"409",2241,1999,168,14,"Eucalyptus longicornis","Combination","Semiarid",0.2313,11.17,11.38,9.08,9.19,2.14,3.33,1.6921,2.49,0.75,NA,"UniqueID",7,62.547,8.935,11.341
"410",2241,1999,168,15,"Eucalyptus longicornis","Combination","Semiarid",0.2313,10.53,10.3,8.46,8.16,2.105,2.31,2.0794,1.69,0.73,NA,"UniqueID",6,77.334,12.889,14.022
"411",2241,1999,168,16,"Eucalyptus longicornis","Combination","Semiarid",0.2313,11.69,12.15,8.9,9.8,2.57,2.78,2.0058,2.16,0.78,NA,"UniqueID",7,73.33,10.476,13.296
"412",2283,2000,187,24,"Eucalyptus longicornis","Combination","Arid",0.145,11.31,12.19,10.04,9.05,2.205,3.86,1.8671,2.94,0.76,NA,"UniqueID",8,65.627,8.203,11.251
"413",2283,2000,187,25,"Eucalyptus longicornis","Combination","Arid",0.145,9.75,10.21,8.33,8.84,1.395,3.36,1.235,2.65,0.79,NA,"UniqueID",9,49.107,5.456,8.419
"414",2283,2000,187,26,"Eucalyptus longicornis","Combination","Arid",0.145,11.61,11.94,9.9,9.01,2.32,3.65,1.9458,2.77,0.76,NA,"UniqueID",9,66.324,7.369,11.371
"415",2506,1999,166,1,"Eucalyptus moluccana (northern variant)","Combination","Semiarid",0.4462,12.58,12.81,9.71,9.87,2.905,3.8,7.2548,2.4,0.63,NA,"UniqueID",5,111.5465,41.4855,20.22475
"416",2506,1999,166,2,"Eucalyptus moluccana (northern variant)","Combination","Semiarid",0.4462,11.58,9.94,7.7,9.59,2.115,2.83,9.5781,1.77,0.63,NA,"UniqueID",5,165.76,40.7485,30.054
"417",2506,1999,166,3,"Eucalyptus moluccana (northern variant)","Combination","Semiarid",0.4462,12.08,11.18,8.62,9.53,2.555,3.25,6.9504,2.21,0.68,NA,"UniqueID",4,122.5025,34.9095,22.211
"418",2508,1999,166,6,"Eucalyptus shirleyi","Combination","Semiarid",0.4158,7.24,7.65,5.34,5.62,1.965,1.22,6.2766,0.73,0.6,NA,"UniqueID",8,268.413,33.552,48.666
"419",2508,1999,166,7,"Eucalyptus shirleyi","Combination","Semiarid",0.4158,9.11,8.76,6.8,7.06,2.005,2.39,5.8116,1.59,0.67,NA,"UniqueID",9,255.533,28.393,46.331
"420",2508,1999,166,8,"Eucalyptus shirleyi","Combination","Semiarid",0.4158,10.59,10.84,7.96,7.54,2.965,2.15,5.5248,1.36,0.63,NA,"UniqueID",8,235.839,29.48,42.76
"421",2512,1999,165,27,"Eucalyptus brassiana","Combination","DrySubhumid",0.5573,11.25,11.23,8.7,8.48,2.65,2.44,1.0451,1.29,0.53,NA,"UniqueID",7,96.407,13.772,17.48
"422",2512,1999,165,28,"Eucalyptus brassiana","Combination","DrySubhumid",0.5573,9.13,8.78,7.38,7.95,1.29,2.28,1.2653,1.35,0.59,NA,"UniqueID",8,113.263,14.158,20.536
"423",2512,1999,165,30,"Eucalyptus brassiana","Combination","DrySubhumid",0.5573,9.77,8.57,7.93,6.61,1.9,2.02,1.383,1.14,0.56,NA,"UniqueID",6,120.423,20.071,21.834
"424",2520,1999,165,32,"Eucalyptus staigeriana","Combination","Semiarid",0.4802,8.09,7.64,6.06,5.67,2,1.55,2.1976,0.93,0.6,NA,"UniqueID",10,121.217,12.122,21.978
"425",2520,1999,165,33,"Eucalyptus staigeriana","Combination","Semiarid",0.4802,7.62,7.57,5.55,5.7,1.97,1.36,1.1721,0.79,0.58,NA,"UniqueID",8,62.834,7.854,11.393
"426",2520,1999,165,34,"Eucalyptus staigeriana","Combination","Semiarid",0.4802,5.9,5.61,4.2,4.08,1.615,0.73,1.433,0.46,0.63,NA,"UniqueID",7,75.518,10.788,13.692
"427",2521,1999,165,8,"Eucalyptus tardecidens","Combination","Semiarid",0.4435,9.83,9.56,7.58,7.97,1.92,2.12,2.528,1.28,0.6,NA,"UniqueID",10,110.523,11.052,20.039
"428",2521,1999,165,10,"Eucalyptus tardecidens","Combination","Semiarid",0.4435,7.68,7.41,5.9,6.13,1.53,1.63,2.4969,0.99,0.61,NA,"UniqueID",7,95.632,13.662,17.339
"429",2521,1999,165,11,"Eucalyptus tardecidens","Combination","Semiarid",0.4435,11.63,10.75,9.26,8.47,2.325,2.55,3.1781,1.67,0.65,NA,"UniqueID",7,109.938,15.705,19.933
"430",2532,1999,168,7,"Eucalyptus drepanophylla","Combination","Semiarid",0.2887,10.79,10.38,7.69,8.11,2.685,2.99,4.0957,2.06,0.69,NA,"UniqueID",9,183.442,20.382,35.427
"431",2532,1999,168,9,"Eucalyptus drepanophylla","Combination","Semiarid",0.2887,8.75,8.8,6.81,6.73,2.005,2.29,3.7505,1.74,0.76,NA,"UniqueID",8,198.65,24.831,38.364
"432",2532,1999,168,10,"Eucalyptus drepanophylla","Combination","Semiarid",0.2887,11.02,10.21,9.1,8.01,2.06,3.2,5.0764,2.15,0.67,NA,"UniqueID",7,168.819,24.117,32.603
"433",2533,1999,170,5,"Eucalyptus quadricostata","Combination","Semiarid",0.2719,9.57,9.51,7.78,7.4,1.95,2.23,5.5685,1.48,0.66,NA,"UniqueID",7,188.379,26.911,34.155
"434",2533,1999,170,6,"Eucalyptus quadricostata","Combination","Semiarid",0.2719,9.59,9.39,7.94,7.32,1.86,2.04,3.3163,1.3,0.64,NA,"UniqueID",7,191.045,27.292,34.639
"435",2533,1999,170,7,"Eucalyptus quadricostata","Combination","Semiarid",0.2719,9,8.65,7.02,6.48,2.075,1.68,2.776,1.1,0.65,NA,"UniqueID",10,131.217,13.122,23.791
"436",2545,1999,166,17,"Eucalyptus decolor","Combination","Semiarid",0.4871,11.36,10.54,9.04,8.07,2.395,2.67,2.5013,1.87,0.7,NA,"UniqueID",9,195.056,21.673,35.366
"437",2545,1999,166,19,"Eucalyptus decolor","Combination","Semiarid",0.4871,8.43,8.68,6.68,6.02,2.205,1.55,2.5675,1.06,0.68,NA,"UniqueID",8,140.883,17.61,25.544
"438",2545,1999,166,20,"Eucalyptus decolor","Combination","Semiarid",0.4871,12.05,10.74,8.27,9.57,2.475,3.07,2.5191,2.14,0.7,NA,"UniqueID",8,152.405,19.051,27.633
"439",2553,1999,174,13,"Eucalyptus camaldulensis subsp. acuta","Combination","Semiarid",0.2021,11.37,10.97,8.51,8.32,2.755,2.97,2.9115,1.98,0.67,NA,"UniqueID",8,122.584,15.323,23.674
"440",2553,1999,174,14,"Eucalyptus camaldulensis subsp. acuta","Combination","Semiarid",0.2021,9.65,9.67,7.35,7.51,2.23,2.43,3.2268,1.41,0.58,NA,"UniqueID",6,165.013,27.502,31.868
"441",2553,1999,174,15,"Eucalyptus camaldulensis subsp. acuta","Combination","Semiarid",0.2021,10.93,10.15,8.51,7.72,2.425,2.97,2.5787,1.69,0.57,NA,"UniqueID",7,113.214,16.173,21.864
"442",2554,1999,175,16,"Eucalyptus intertexta","Combination","Arid",0.1816,11,10.62,9.09,9.35,1.59,3.58,1.4449,2.59,0.72,NA,"UniqueID",7,74.042,10.577,14.299
"443",2554,1999,175,17,"Eucalyptus intertexta","Combination","Arid",0.1816,10.57,10.92,9,8.72,1.885,3.61,1.3082,2.51,0.7,NA,"UniqueID",7,79.428,11.347,15.339
"444",2554,1999,175,18,"Eucalyptus intertexta","Combination","Arid",0.1816,9.69,9.58,7.42,7.53,2.16,1.96,1.6665,1.37,0.7,NA,"UniqueID",7,105.282,15.04,20.332
"445",2555,1999,178,13,"Eucalyptus camaldulensis subsp. arida","Combination","Arid",0.0966,11.77,11.36,9.61,8.96,2.28,3.87,2.3502,2.36,0.61,NA,"UniqueID",7,127.3,18.186,24.585
"446",2555,1999,178,14,"Eucalyptus camaldulensis subsp. arida","Combination","Arid",0.0966,11.79,10.92,9.88,8.32,2.255,3.39,1.9999,2.16,0.64,NA,"UniqueID",6,114.16,19.027,22.047
"447",2555,1999,178,16,"Eucalyptus camaldulensis subsp. arida","Combination","Arid",0.0966,14.38,12.96,9.54,11.19,3.305,5.09,2.5684,3.26,0.64,NA,"UniqueID",7,103.208,14.744,19.932
"448",2556,1999,177,12,"Eucalyptus largiflorens (green-leaf variant)","Combination","Hyperarid",0.0503,10.34,10.61,7.28,8.64,2.515,2.97,2.7333,2.24,0.75,NA,"UniqueID",8,99.324,12.416,19.182
"449",2556,1999,177,13,"Eucalyptus largiflorens (green-leaf variant)","Combination","Hyperarid",0.0503,12.33,11.24,9.97,10.19,1.705,4.49,2.3741,3.37,0.75,NA,"UniqueID",7,96.294,13.756,18.597
"450",2566,1999,178,9,"Eucalyptus leucoxylon subsp. pruinosa","Combination","Semiarid",0.2187,9.82,9.89,7.94,7.84,1.965,2.75,1.9015,1.83,0.67,NA,"UniqueID",7,87.039,12.434,16.809
"451",2566,1999,178,11,"Eucalyptus leucoxylon subsp. pruinosa","Combination","Semiarid",0.2187,11.76,11.53,8.85,8.38,3.03,3.23,2.3382,2.39,0.74,NA,"UniqueID",8,95.455,11.932,18.435
"452",2566,1999,178,12,"Eucalyptus leucoxylon subsp. pruinosa","Combination","Semiarid",0.2187,13.19,12.66,9.96,10.53,2.68,4.44,2.8406,2.87,0.65,NA,"UniqueID",7,113.512,16.216,21.922
"453",2580,2000,188,1,"Eucalyptus odorata (E. silvestris)","Combination","Semiarid",0.2802,11.47,11.17,7.54,7.43,3.835,2.02,1.3172,1.54,0.76,NA,"UniqueID",6,51.507,8.585,8.83
"454",2580,2000,188,2,"Eucalyptus odorata (E. silvestris)","Combination","Semiarid",0.2802,9.07,8.48,7.64,6.69,1.61,2.28,1.6691,1.74,0.76,NA,"UniqueID",7,58.61,8.373,10.048
"455",2580,2000,188,3,"Eucalyptus odorata (E. silvestris)","Combination","Semiarid",0.2802,10.74,11.12,9.02,9.17,1.835,3.19,1.6423,2.2,0.69,NA,"UniqueID",6,66.925,11.154,11.474
"456",2581,2000,189,28,"Eucalyptus leucoxylon subsp. stephaniae","Combination","Semiarid",0.261,11.35,11.05,8.67,8.62,2.555,2.59,2.1845,1.58,0.61,NA,"UniqueID",7,93.185,13.312,15.976
"457",2581,2000,189,29,"Eucalyptus leucoxylon subsp. stephaniae","Combination","Semiarid",0.261,8.41,8.03,6,5.76,2.34,1.58,1.2801,0.92,0.58,NA,"UniqueID",7,58.498,8.357,10.029
"458",2583,2000,188,13,"Eucalyptus froggattii","Lignotuber","Semiarid",0.2697,9.22,9.57,7.63,7.32,1.92,2.16,3.0726,1.8,0.83,NA,"UniqueID",7,82.985,11.855,14.227
"459",2583,2000,188,14,"Eucalyptus froggattii","Lignotuber","Semiarid",0.2697,9.66,9.38,7.91,7.93,1.6,2.54,3.924,1.97,0.78,NA,"UniqueID",7,92.428,13.204,15.846
"460",2583,2000,188,15,"Eucalyptus froggattii","Lignotuber","Semiarid",0.2697,12.95,11.8,10.21,9.24,2.65,3.35,2.8055,2.79,0.83,NA,"UniqueID",8,81.863,10.233,14.035
"461",2585,2000,190,17,"Eucalyptus leucoxylon subsp. leucoxylon (subsp. connata)","Combination","Semiarid",0.4136,12.1,11.19,9.16,9.41,2.36,2.77,2.7448,1.87,0.68,NA,"UniqueID",8,127.863,15.983,21.921
"462",2585,2000,190,18,"Eucalyptus leucoxylon subsp. leucoxylon (subsp. connata)","Combination","Semiarid",0.4136,11.63,11.89,8.49,9.16,2.935,2.8,1.5156,1.85,0.66,NA,"UniqueID",8,108.411,13.551,18.586
"463",2585,2000,190,20,"Eucalyptus leucoxylon subsp. leucoxylon (subsp. connata)","Combination","Semiarid",0.4136,10.02,10.13,8.02,7.87,2.13,2.69,1.526,1.71,0.64,NA,"UniqueID",7,72.652,10.379,12.456
"464",2614,2002,199,28,"Eucalyptus eremicola subsp. eremicola","Lignotuber","Arid",0.0573,7.56,7.87,6.35,6.62,1.23,1.62,0.8137,1.3,0.8,NA,"UniqueID",7,27.76,3.966,5.19
"465",2614,2002,199,30,"Eucalyptus eremicola subsp. eremicola","Lignotuber","Arid",0.0573,7.6,7.79,6.52,6.53,1.17,1.99,1.0474,1.54,0.77,NA,"UniqueID",9,30.042,3.338,5.617
"466",2677,2000,182,34,"Eucalyptus intertexta","Combination","Arid",0.0739,9.42,9.3,7.23,7.34,2.075,2.29,1.7424,1.74,0.76,NA,"UniqueID",6,68.859,11.476,11.805
"467",2677,2000,182,37,"Eucalyptus intertexta","Combination","Arid",0.0739,8.4,8.35,6.07,6.51,2.085,1.64,2.0498,1.07,0.65,NA,"UniqueID",10,116.694,11.669,20.006
"468",2689,2002,208,16,"Eucalyptus gillenii","Lignotuber","Arid",0.1482,10.78,10.2,8.61,8.09,2.14,3.01,3.0865,2.03,0.67,NA,"UniqueID",5,144.978,28.996,27.106
"469",2689,2002,208,18,"Eucalyptus gillenii","Lignotuber","Arid",0.1482,9.33,8.17,7.72,6.11,1.835,2.01,4.1213,1.41,0.7,NA,"UniqueID",7,155.092,22.156,28.996
"470",2689,2002,208,19,"Eucalyptus gillenii","Lignotuber","Arid",0.1482,10.89,10.06,8.99,7.46,2.25,2.77,3.7542,2,0.72,NA,"UniqueID",8,142.96,17.87,26.728
"471",2761,2000,185,37,"Eucalyptus petraea","Lignotuber","Arid",0.1069,8.05,8.22,5.74,6.1,2.215,1.52,2.2638,1.27,0.84,NA,"UniqueID",6,86.736,14.456,14.87
"472",2761,2000,185,38,"Eucalyptus petraea","Lignotuber","Arid",0.1069,8.87,8.37,6.37,6.9,1.985,1.66,2.5549,1.27,0.77,NA,"UniqueID",7,80.097,11.442,13.732
"473",2761,2000,185,39,"Eucalyptus petraea","Lignotuber","Arid",0.1069,8.88,9.19,7.12,7.42,1.765,2.23,1.6318,1.64,0.74,NA,"UniqueID",7,106.244,15.178,18.215
"474",2895,2000,187,8,"Eucalyptus microcarpa","Combination","Arid",0.1757,9.49,9.12,6.85,7.21,2.275,2.47,3.5513,1.64,0.66,NA,"UniqueID",5,158.667,31.733,27.202
"475",2895,2000,187,9,"Eucalyptus microcarpa","Combination","Arid",0.1757,10.2,9.07,7.09,8.19,1.995,1.97,2.901,1.39,0.71,NA,"UniqueID",5,164.407,32.881,28.186
"476",2895,2000,187,10,"Eucalyptus microcarpa","Combination","Arid",0.1757,12,10.34,9.4,8.11,2.415,3.38,4.5115,2.26,0.67,NA,"UniqueID",7,186.7,26.671,32.008
"477",2897,2000,187,5,"Eucalyptus leucoxylon subsp. pruinosa","Combination","Semiarid",0.2086,11.74,12.74,10.06,10.84,1.79,3.28,2.1969,1.9,0.58,NA,"UniqueID",6,114.407,19.068,19.614
"478",2897,2000,187,6,"Eucalyptus leucoxylon subsp. pruinosa","Combination","Semiarid",0.2086,11.03,10.8,9.27,8.84,1.86,3.35,2.5981,2.09,0.62,NA,"UniqueID",6,124.765,20.794,21.39
"479",2897,2000,187,7,"Eucalyptus leucoxylon subsp. pruinosa","Combination","Semiarid",0.2086,11.83,12.28,9.54,9.65,2.46,3.36,2.0418,1.93,0.57,NA,"UniqueID",7,100.775,14.396,17.277
"480",2898,2000,189,23,"Eucalyptus albens","Combination","Semiarid",0.3177,12.09,11.5,9.35,9.32,2.46,3.51,4.5525,2.49,0.71,NA,"UniqueID",5,174.267,34.853,29.877
"481",2898,2000,189,24,"Eucalyptus albens","Combination","Semiarid",0.3177,11.65,12.19,9.3,8.26,3.14,2.8,5.8471,2.08,0.74,NA,"UniqueID",7,205.562,29.366,35.242
"482",2898,2000,189,26,"Eucalyptus albens","Combination","Semiarid",0.3177,12.47,12.71,10.01,9.65,2.76,3.51,4.156,2.45,0.7,NA,"UniqueID",8,238.243,29.78,40.845
"483",2899,2000,189,1,"Eucalyptus polyanthemos subsp. polyanthemos","Combination","Semiarid",0.4878,10.81,10.45,8.95,8.81,1.75,2.86,1.884,1.93,0.67,NA,"UniqueID",7,116.118,16.588,19.907
"484",2899,2000,189,3,"Eucalyptus polyanthemos subsp. polyanthemos","Combination","Semiarid",0.4878,10.28,10.81,7.73,7.96,2.7,2.2,1.525,1.35,0.61,NA,"UniqueID",7,135.346,19.335,23.204
"485",2899,2000,189,4,"Eucalyptus polyanthemos subsp. polyanthemos","Combination","Semiarid",0.4878,10.72,9.72,7.97,7.23,2.62,2.37,3.475,1.62,0.68,NA,"UniqueID",8,152.088,19.011,26.074
"486",2900,2000,193,29,"Eucalyptus stenostoma","Seeder","DrySubhumid",0.5898,11.52,12.21,8.81,9.33,2.795,3.76,2.5628,2.14,0.57,NA,"UniqueID",5,82.336,16.467,14.116
"487",2900,2000,193,30,"Eucalyptus stenostoma","Seeder","DrySubhumid",0.5898,11.48,11.52,8.81,9.05,2.57,2.63,2.339,1.46,0.56,NA,"UniqueID",6,104.72,17.453,17.953
"488",2902,2000,192,5,"Eucalyptus bosistoana","Combination","DrySubhumid",0.6612,10.87,11.42,8.07,8.79,2.715,1.74,2.8005,1.18,0.68,NA,"UniqueID",6,111.53,18.588,19.121
"489",2902,2000,192,7,"Eucalyptus bosistoana","Combination","DrySubhumid",0.6612,12.49,11.34,9.65,8.81,2.685,3.64,4.0045,2.26,0.62,NA,"UniqueID",6,187.091,31.182,32.075
"490",2902,2000,192,8,"Eucalyptus bosistoana","Combination","DrySubhumid",0.6612,12.86,11.17,10.82,8.72,2.245,2.85,2.6476,1.96,0.69,NA,"UniqueID",6,112.231,18.705,19.241
"491",2903,2000,198,15,"Eucalyptus paniculata","Combination","DrySubhumid",0.7335,11.89,12.36,9.99,9.04,2.61,3.47,3.6266,2.43,0.7,NA,"UniqueID",6,187.703,31.284,32.18
"492",2903,2000,198,16,"Eucalyptus paniculata","Combination","DrySubhumid",0.7335,11.34,10.78,8.47,7.92,2.865,2.35,2.9451,1.69,0.72,NA,"UniqueID",6,158.923,26.487,27.246
"493",2903,2000,198,17,"Eucalyptus paniculata","Combination","DrySubhumid",0.7335,8.79,8.32,7.4,6.72,1.495,2.03,3.1964,1.45,0.71,NA,"UniqueID",7,188.943,26.992,32.393
"494",2918,2000,196,2,"Eucalyptus fergusonii subsp. fergusonii","Combination","Humid",0.7635,9.57,8.9,6.61,7.62,2.12,1.88,2.7093,1.35,0.72,NA,"UniqueID",6,117.698,19.616,20.178
"495",2918,2000,196,3,"Eucalyptus fergusonii subsp. fergusonii","Combination","Humid",0.7635,11.07,11.3,9.39,9.23,1.875,3.48,2.8013,2.26,0.65,NA,"UniqueID",6,140.998,23.5,24.173
"496",2918,2000,196,4,"Eucalyptus fergusonii subsp. fergusonii","Combination","Humid",0.7635,10.54,9.92,8.18,8.05,2.115,2.88,2.2903,1.9,0.66,NA,"UniqueID",5,123.396,24.679,21.155
"497",2920,2000,196,10,"Eucalyptus rudderi","Combination","Humid",0.7833,10.06,10.46,8.03,8.21,2.14,2.8,1.698,1.77,0.63,NA,"UniqueID",6,133.528,22.255,22.892
"498",2920,2000,196,11,"Eucalyptus rudderi","Combination","Humid",0.7833,8.71,9.03,7.39,7.03,1.66,2.3,2.1521,1.58,0.69,NA,"UniqueID",5,131.535,26.307,22.551
"499",2920,2000,196,12,"Eucalyptus rudderi","Combination","Humid",0.7833,10.27,9.48,8.24,7.42,2.045,3.2,1.6771,2.14,0.67,NA,"UniqueID",5,115.219,23.044,19.753
"500",2927,2000,191,29,"Eucalyptus scopulorum","Combination","DrySubhumid",0.6759,10.31,9.25,8.05,6.92,2.295,2.48,3.2133,1.84,0.74,NA,"UniqueID",7,150.941,21.563,25.878
"501",2927,2000,191,30,"Eucalyptus scopulorum","Combination","DrySubhumid",0.6759,12.64,11.78,8.63,9.32,3.235,3.18,2.9023,2.04,0.64,NA,"UniqueID",5,121.529,24.306,20.835
"502",2927,2000,191,31,"Eucalyptus scopulorum","Combination","DrySubhumid",0.6759,11.48,11.52,8.86,8.91,2.615,2.9,2.4388,2.08,0.72,NA,"UniqueID",6,104.878,17.48,17.981
"503",2930,2000,190,22,"Eucalyptus caleyi subsp. ovendenii","Combination","Semiarid",0.458,11.75,11.06,8.82,9.05,2.47,3.22,2.433,2.12,0.66,NA,"UniqueID",7,170.334,24.333,29.202
"504",2930,2000,190,23,"Eucalyptus caleyi subsp. ovendenii","Combination","Semiarid",0.458,13.21,13.11,9.98,9.93,3.205,3.17,3.1582,2.21,0.7,NA,"UniqueID",8,176.932,22.116,30.333
"505",2932,2000,190,26,"Eucalyptus exserta","Combination","Semiarid",0.3765,8.91,8.65,7.04,6.86,1.83,2,0.7268,1.13,0.57,NA,"UniqueID",7,53.825,7.689,9.228
"506",2932,2000,190,27,"Eucalyptus exserta","Combination","Semiarid",0.3765,9.25,8.79,7.05,7.33,1.83,1.87,0.8514,1.14,0.61,NA,"UniqueID",8,44.252,5.531,7.587
"507",2932,2000,190,28,"Eucalyptus exserta","Combination","Semiarid",0.3765,9.52,9.73,7.71,7.78,1.88,2.69,0.8146,1.74,0.65,NA,"UniqueID",7,60.787,8.684,10.421
"508",2937,2000,191,9,"Eucalyptus tereticornis subsp. basaltica","Combination","DrySubhumid",0.5699,16.12,15.18,14.12,13.33,1.925,6.51,2.2768,3.53,0.54,NA,"UniqueID",6,163.459,27.243,28.024
"509",2937,2000,191,11,"Eucalyptus tereticornis subsp. basaltica","Combination","DrySubhumid",0.5699,13.25,13.96,12.07,10.74,2.2,4.56,1.8812,3.09,0.68,NA,"UniqueID",6,124.925,20.821,21.417
"510",2937,2000,191,12,"Eucalyptus tereticornis subsp. basaltica","Combination","DrySubhumid",0.5699,10.22,11.23,9.37,8.37,1.855,3.4,2.1997,2.2,0.65,NA,"UniqueID",5,188.281,37.656,32.279
"511",2939,2000,193,9,"Eucalyptus rubida subsp. barbigerorum","Combination","DrySubhumid",0.5872,10.82,10.58,8.11,9.14,2.075,2.81,3.9488,1.56,0.56,NA,"UniqueID",7,180.518,25.788,30.948
"512",2945,2000,192,21,"Eucalyptus magnificata","Combination","DrySubhumid",0.5528,14.66,13.57,11.46,10.38,3.195,4.75,2.086,3.08,0.65,NA,"UniqueID",6,150.297,25.049,25.767
"513",2945,2000,192,22,"Eucalyptus magnificata","Combination","DrySubhumid",0.5528,8.86,8.52,6.86,6.37,2.075,1.98,1.9411,1.34,0.68,NA,"UniqueID",7,142.916,20.417,24.502
"514",2945,2000,192,24,"Eucalyptus magnificata","Combination","DrySubhumid",0.5528,11.38,10.75,8.47,9.27,2.195,3.03,2.9029,2.08,0.69,NA,"UniqueID",7,152.818,21.831,26.199
"515",2954,2000,186,11,"Eucalyptus populnea subsp. bimbil","Combination","Semiarid",0.2372,8.68,8.88,6.36,6.46,2.37,1.93,2.0692,1.46,0.76,NA,"UniqueID",6,78.534,13.089,13.464
"516",2954,2000,186,12,"Eucalyptus populnea subsp. bimbil","Combination","Semiarid",0.2372,10.32,10.47,7.98,7.91,2.45,2.86,2.3875,2.18,0.76,NA,"UniqueID",6,88.609,14.768,15.191
"517",2954,2000,186,13,"Eucalyptus populnea subsp. bimbil","Combination","Semiarid",0.2372,14.43,13.89,11.39,10.42,3.255,4.98,2.2632,3.66,0.73,NA,"UniqueID",7,84.53,12.076,14.492
"518",2957,2000,185,28,"Eucalyptus coolabah","Combination","Arid",0.1191,9.01,9.17,7.15,7.43,1.8,1.59,1.8049,1.12,0.7,NA,"UniqueID",6,76.328,12.721,13.086
"519",2957,2000,185,29,"Eucalyptus coolabah","Combination","Arid",0.1191,9.38,8.81,7,6.73,2.23,1.65,1.369,1.05,0.64,NA,"UniqueID",6,73.656,12.276,12.628
